cell_id,latitude,longitude,susceptibility_score,ridx_+6h,risk_+6h,tier_+6h,ridx_+12h,risk_+12h,tier_+12h,ridx_+24h,risk_+24h,tier_+24h,ridx_+48h,risk_+48h,tier_+48h
COARSE_C19912,27.27900000000012,88.59200000000006,0.9928,0.209,0.6006,High,0.2635,0.6278,High,0.3361,0.664,High,0.2907,0.6413,High
COARSE_C19913,27.27900000000012,88.59300000000006,0.9916,0.209,0.5999,High,0.2635,0.6271,High,0.3361,0.6633,High,0.2907,0.6407,High
COARSE_C19914,27.27900000000012,88.59400000000007,0.9885,0.209,0.5982,High,0.2635,0.6254,High,0.3361,0.6615,High,0.2907,0.6389,High
COARSE_C19915,27.27900000000012,88.59500000000007,0.958,0.209,0.5817,High,0.2635,0.6085,High,0.3361,0.6442,High,0.2907,0.6219,High
COARSE_C19916,27.27900000000012,88.59600000000007,0.9494,0.209,0.5771,High,0.2635,0.6038,High,0.3361,0.6394,High,0.2907,0.6171,High
COARSE_C19917,27.27900000000012,88.59700000000008,0.6341,0.209,0.4062,Moderate,0.2635,0.4295,Moderate,0.3361,0.4605,Moderate,0.2907,0.4411,Moderate
COARSE_C19918,27.27900000000012,88.59800000000008,0.4008,0.209,0.2798,Low,0.2635,0.3006,Low,0.3361,0.3282,Low,0.2907,0.3109,Low
COARSE_C19919,27.27900000000012,88.59900000000009,0.4765,0.209,0.3208,Low,0.2635,0.3424,Low,0.3361,0.3711,Moderate,0.2907,0.3532,Moderate
COARSE_C19920,27.27900000000012,88.6000000000001,0.464,0.209,0.3141,Low,0.2635,0.3355,Low,0.3361,0.364,Moderate,0.2907,0.3462,Low
COARSE_C19921,27.27900000000012,88.6010000000001,0.3533,0.0577,0.198,Low,0.0728,0.2036,Low,0.0929,0.2111,Low,0.0803,0.2064,Low
COARSE_C19922,27.27900000000012,88.6020000000001,0.4499,0.0577,0.2475,Low,0.0728,0.2533,Low,0.0929,0.2612,Low,0.0803,0.2563,Low
COARSE_C19923,27.27900000000012,88.60300000000011,0.3803,0.0577,0.2119,Low,0.0728,0.2175,Low,0.0929,0.2251,Low,0.0803,0.2204,Low
COARSE_C19924,27.27900000000012,88.60400000000011,0.4608,0.0577,0.253,Low,0.0728,0.2589,Low,0.0929,0.2668,Low,0.0803,0.2619,Low
COARSE_C19925,27.27900000000012,88.60500000000012,0.4201,0.0577,0.2322,Low,0.0728,0.238,Low,0.0929,0.2457,Low,0.0803,0.2409,Low
COARSE_C19926,27.27900000000012,88.60600000000012,0.4,0.0577,0.2219,Low,0.0728,0.2277,Low,0.0929,0.2353,Low,0.0803,0.2305,Low
COARSE_C19927,27.27900000000012,88.60700000000013,0.3612,0.0577,0.2021,Low,0.0728,0.2077,Low,0.0929,0.2152,Low,0.0803,0.2105,Low
COARSE_C19928,27.27900000000012,88.60800000000013,0.5272,0.0577,0.287,Low,0.0728,0.2931,Low,0.0929,0.3013,Low,0.0803,0.2962,Low
COARSE_C19929,27.27900000000012,88.60900000000014,0.3552,0.0577,0.199,Low,0.0728,0.2046,Low,0.0929,0.2121,Low,0.0803,0.2074,Low
COARSE_C19930,27.27900000000012,88.61000000000014,0.439,0.0577,0.2419,Low,0.0728,0.2477,Low,0.0929,0.2555,Low,0.0803,0.2506,Low
COARSE_C19931,27.27900000000012,88.61100000000015,0.4514,0.0577,0.2482,Low,0.0728,0.2541,Low,0.0929,0.2619,Low,0.0803,0.257,Low
COARSE_C19932,27.27900000000012,88.61200000000015,0.4238,0.0577,0.2341,Low,0.0728,0.2399,Low,0.0929,0.2476,Low,0.0803,0.2428,Low
COARSE_C19933,27.27900000000012,88.61300000000016,0.5356,0.0577,0.2913,Low,0.0728,0.2974,Low,0.0929,0.3056,Low,0.0803,0.3005,Low
COARSE_C19934,27.27900000000012,88.61400000000016,0.5431,0.0577,0.2951,Low,0.0728,0.3013,Low,0.0929,0.3095,Low,0.0803,0.3044,Low
COARSE_C19935,27.27900000000012,88.61500000000017,0.5901,0.0577,0.3192,Low,0.0728,0.3255,Low,0.0929,0.3339,Low,0.0803,0.3286,Low
COARSE_C19936,27.27900000000012,88.61600000000017,0.5761,0.0577,0.312,Low,0.0728,0.3183,Low,0.0929,0.3266,Low,0.0803,0.3214,Low
COARSE_C19937,27.27900000000012,88.61700000000017,0.5185,0.0577,0.2826,Low,0.0728,0.2886,Low,0.0929,0.2967,Low,0.0803,0.2917,Low
COARSE_C19938,27.27900000000012,88.61800000000018,0.6308,0.0577,0.34,Low,0.0728,0.3464,Low,0.0929,0.355,Moderate,0.0803,0.3496,Low
COARSE_C19939,27.27900000000012,88.61900000000018,0.6469,0.0577,0.3482,Low,0.0728,0.3547,Moderate,0.0929,0.3633,Moderate,0.0803,0.3579,Moderate
COARSE_C19940,27.27900000000012,88.62000000000019,0.6474,0.0577,0.3485,Low,0.0728,0.355,Moderate,0.0929,0.3636,Moderate,0.0803,0.3582,Moderate
COARSE_C19941,27.27900000000012,88.6210000000002,0.5725,0.0577,0.3102,Low,0.0728,0.3164,Low,0.0929,0.3247,Low,0.0803,0.3195,Low
COARSE_C19942,27.27900000000012,88.6220000000002,0.7043,0.0577,0.3776,Moderate,0.0728,0.3842,Moderate,0.0929,0.3931,Moderate,0.0803,0.3876,Moderate
COARSE_C19943,27.27900000000012,88.6230000000002,0.661,0.0577,0.3555,Moderate,0.0728,0.362,Moderate,0.0929,0.3706,Moderate,0.0803,0.3652,Moderate
COARSE_C19944,27.27900000000012,88.62400000000021,0.5439,0.0577,0.2955,Low,0.0728,0.3017,Low,0.0929,0.3099,Low,0.0803,0.3048,Low
COARSE_C19945,27.27900000000012,88.62500000000021,0.5859,0.0577,0.317,Low,0.0728,0.3233,Low,0.0929,0.3317,Low,0.0803,0.3265,Low
COARSE_C19946,27.27900000000012,88.62600000000022,0.4895,0.0577,0.2677,Low,0.0728,0.2737,Low,0.0929,0.2817,Low,0.0803,0.2767,Low
COARSE_C19947,27.27900000000012,88.62700000000022,0.5298,0.0577,0.2883,Low,0.0728,0.2944,Low,0.0929,0.3026,Low,0.0803,0.2975,Low
COARSE_C19948,27.27900000000012,88.62800000000023,0.4623,0.0577,0.2538,Low,0.0728,0.2597,Low,0.0929,0.2676,Low,0.0803,0.2627,Low
COARSE_C19949,27.27900000000012,88.62900000000023,0.5074,0.0577,0.2769,Low,0.0728,0.2829,Low,0.0929,0.291,Low,0.0803,0.2859,Low
COARSE_C19950,27.27900000000012,88.63000000000024,0.5502,0.0577,0.2988,Low,0.0728,0.3049,Low,0.0929,0.3132,Low,0.0803,0.308,Low
COARSE_C19951,27.27900000000012,88.63100000000024,0.5019,0.0577,0.2741,Low,0.0728,0.2801,Low,0.0929,0.2881,Low,0.0803,0.2831,Low
COARSE_C19952,27.27900000000012,88.63200000000025,0.489,0.0577,0.2675,Low,0.0728,0.2735,Low,0.0929,0.2814,Low,0.0803,0.2765,Low
COARSE_C19953,27.27900000000012,88.63300000000025,0.5797,0.0577,0.3139,Low,0.0728,0.3201,Low,0.0929,0.3285,Low,0.0803,0.3233,Low
COARSE_C19954,27.27900000000012,88.63400000000026,0.608,0.0577,0.3283,Low,0.0728,0.3347,Low,0.0929,0.3432,Low,0.0803,0.3379,Low
COARSE_C19955,27.27900000000012,88.63500000000026,0.6696,0.0577,0.3599,Moderate,0.0728,0.3664,Moderate,0.0929,0.3751,Moderate,0.0803,0.3697,Moderate
COARSE_C19956,27.27900000000012,88.63600000000027,0.7526,0.0577,0.4023,Moderate,0.0728,0.4091,Moderate,0.0929,0.4181,Moderate,0.0803,0.4125,Moderate
COARSE_C19957,27.27900000000012,88.63700000000027,0.7254,0.0577,0.3884,Moderate,0.0728,0.3951,Moderate,0.0929,0.404,Moderate,0.0803,0.3984,Moderate
COARSE_C19958,27.27900000000012,88.63800000000028,0.6473,0.0577,0.3484,Low,0.0728,0.3549,Moderate,0.0929,0.3635,Moderate,0.0803,0.3581,Moderate
COARSE_C19959,27.27900000000012,88.63900000000028,0.665,0.0577,0.3575,Moderate,0.0728,0.364,Moderate,0.0929,0.3727,Moderate,0.0803,0.3673,Moderate
COARSE_C19960,27.27900000000012,88.64000000000028,0.6409,0.0577,0.3452,Low,0.0728,0.3516,Moderate,0.0929,0.3602,Moderate,0.0803,0.3548,Moderate
COARSE_C19961,27.27900000000012,88.64100000000029,0.7133,0.0577,0.3822,Moderate,0.0728,0.3889,Moderate,0.0929,0.3978,Moderate,0.0803,0.3922,Moderate
COARSE_C19962,27.27900000000012,88.6420000000003,0.6518,0.0577,0.3507,Moderate,0.0728,0.3572,Moderate,0.0929,0.3659,Moderate,0.0803,0.3605,Moderate
COARSE_C19963,27.27900000000012,88.6430000000003,0.659,0.0577,0.3544,Moderate,0.0728,0.3609,Moderate,0.0929,0.3696,Moderate,0.0803,0.3642,Moderate
COARSE_C19964,27.27900000000012,88.6440000000003,0.6165,0.0577,0.3327,Low,0.0728,0.3391,Low,0.0929,0.3476,Low,0.0803,0.3422,Low
COARSE_C19965,27.27900000000012,88.64500000000031,0.632,0.0577,0.3406,Low,0.0728,0.347,Low,0.0929,0.3556,Moderate,0.0803,0.3502,Moderate
COARSE_C19966,27.27900000000012,88.64600000000031,0.7634,0.0577,0.4078,Moderate,0.0728,0.4147,Moderate,0.0929,0.4237,Moderate,0.0803,0.4181,Moderate
COARSE_C19967,27.27900000000012,88.64700000000032,0.5466,0.0577,0.2969,Low,0.0728,0.3031,Low,0.0929,0.3113,Low,0.0803,0.3062,Low
COARSE_C19968,27.27900000000012,88.64800000000032,0.6282,0.0577,0.3387,Low,0.0728,0.3451,Low,0.0929,0.3536,Moderate,0.0803,0.3483,Low
COARSE_C19969,27.27900000000012,88.64900000000033,0.7257,0.0577,0.3885,Moderate,0.0728,0.3953,Moderate,0.0929,0.4042,Moderate,0.0803,0.3986,Moderate
COARSE_C19970,27.27900000000012,88.65000000000033,0.6114,0.0577,0.3301,Low,0.0728,0.3364,Low,0.0929,0.3449,Low,0.0803,0.3396,Low
COARSE_C19971,27.27900000000012,88.65100000000034,0.5837,0.055,0.3148,Low,0.0693,0.3207,Low,0.0884,0.3287,Low,0.0765,0.3237,Low
COARSE_C19972,27.27900000000012,88.65200000000034,0.6082,0.055,0.3273,Low,0.0693,0.3333,Low,0.0884,0.3414,Low,0.0765,0.3363,Low
COARSE_C19973,27.27900000000012,88.65300000000035,0.6602,0.055,0.3538,Moderate,0.0693,0.36,Moderate,0.0884,0.3683,Moderate,0.0765,0.3631,Moderate
COARSE_C19974,27.27900000000012,88.65400000000035,0.5678,0.055,0.3066,Low,0.0693,0.3126,Low,0.0884,0.3205,Low,0.0765,0.3155,Low
COARSE_C19975,27.27900000000012,88.65500000000036,0.6256,0.055,0.3362,Low,0.0693,0.3423,Low,0.0884,0.3504,Moderate,0.0765,0.3453,Low
COARSE_C19976,27.27900000000012,88.65600000000036,0.5064,0.055,0.2753,Low,0.0693,0.281,Low,0.0884,0.2887,Low,0.0765,0.2839,Low
COARSE_C19977,27.27900000000012,88.65700000000037,0.4548,0.055,0.2489,Low,0.0693,0.2545,Low,0.0884,0.262,Low,0.0765,0.2573,Low
COARSE_C19978,27.27900000000012,88.65800000000037,0.6339,0.055,0.3404,Low,0.0693,0.3465,Low,0.0884,0.3547,Moderate,0.0765,0.3496,Low
COARSE_C19979,27.27900000000012,88.65900000000038,0.5021,0.055,0.2731,Low,0.0693,0.2788,Low,0.0884,0.2865,Low,0.0765,0.2817,Low
COARSE_C19980,27.27900000000012,88.66000000000038,0.5652,0.055,0.3053,Low,0.0693,0.3112,Low,0.0884,0.3191,Low,0.0765,0.3142,Low
COARSE_C19981,27.27900000000012,88.66100000000039,0.4116,0.055,0.2268,Low,0.0693,0.2323,Low,0.0884,0.2396,Low,0.0765,0.235,Low
COARSE_C19982,27.27900000000012,88.66200000000039,0.4489,0.055,0.2459,Low,0.0693,0.2515,Low,0.0884,0.2589,Low,0.0765,0.2543,Low
COARSE_C19983,27.27900000000012,88.6630000000004,0.4808,0.055,0.2622,Low,0.0693,0.2679,Low,0.0884,0.2754,Low,0.0765,0.2707,Low
COARSE_C19984,27.27900000000012,88.6640000000004,0.3265,0.055,0.1833,Low,0.0693,0.1886,Low,0.0884,0.1956,Low,0.0765,0.1912,Low
COARSE_C19985,27.27900000000012,88.6650000000004,0.2749,0.055,0.157,Low,0.0693,0.1621,Low,0.0884,0.1688,Low,0.0765,0.1646,Low
COARSE_C19986,27.27900000000012,88.66600000000041,0.2935,0.055,0.1665,Low,0.0693,0.1716,Low,0.0884,0.1785,Low,0.0765,0.1742,Low
COARSE_C19987,27.27900000000012,88.66700000000041,0.2734,0.055,0.1562,Low,0.0693,0.1613,Low,0.0884,0.1681,Low,0.0765,0.1638,Low
COARSE_C19988,27.27900000000012,88.66800000000042,0.3179,0.055,0.1789,Low,0.0693,0.1841,Low,0.0884,0.1911,Low,0.0765,0.1868,Low
COARSE_C19989,27.27900000000012,88.66900000000042,0.3115,0.055,0.1757,Low,0.0693,0.1809,Low,0.0884,0.1878,Low,0.0765,0.1835,Low
COARSE_C19990,27.27900000000012,88.67000000000043,0.3018,0.055,0.1707,Low,0.0693,0.1759,Low,0.0884,0.1828,Low,0.0765,0.1785,Low
COARSE_C19991,27.27900000000012,88.67100000000043,0.2875,0.055,0.1634,Low,0.0693,0.1685,Low,0.0884,0.1754,Low,0.0765,0.1711,Low
COARSE_C19992,27.27900000000012,88.67200000000044,0.238,0.055,0.1381,Low,0.0693,0.1431,Low,0.0884,0.1497,Low,0.0765,0.1456,Low
COARSE_C19993,27.27900000000012,88.67300000000044,0.1939,0.055,0.1156,Low,0.0693,0.1204,Low,0.0884,0.1269,Low,0.0765,0.1229,Low
COARSE_C19994,27.27900000000012,88.67400000000045,0.1341,0.055,0.085,Low,0.0693,0.0897,Low,0.0884,0.096,Low,0.0765,0.092,Low
COARSE_C19995,27.27900000000012,88.67500000000045,0.1681,0.055,0.1024,Low,0.0693,0.1072,Low,0.0884,0.1136,Low,0.0765,0.1096,Low
COARSE_C19996,27.27900000000012,88.67600000000046,0.2046,0.055,0.121,Low,0.0693,0.1259,Low,0.0884,0.1324,Low,0.0765,0.1284,Low
COARSE_C19997,27.27900000000012,88.67700000000046,0.1815,0.055,0.1092,Low,0.0693,0.1141,Low,0.0884,0.1205,Low,0.0765,0.1165,Low
COARSE_C19998,27.27900000000012,88.67800000000047,0.2598,0.055,0.1492,Low,0.0693,0.1543,Low,0.0884,0.161,Low,0.0765,0.1568,Low
COARSE_C19999,27.27900000000012,88.67900000000047,0.1724,0.055,0.1046,Low,0.0693,0.1094,Low,0.0884,0.1158,Low,0.0765,0.1118,Low
COARSE_C20000,27.27900000000012,88.68000000000048,0.297,0.055,0.1683,Low,0.0693,0.1734,Low,0.0884,0.1803,Low,0.0765,0.176,Low
COARSE_C20001,27.27900000000012,88.68100000000048,0.2493,0.055,0.1439,Low,0.0693,0.1489,Low,0.0884,0.1556,Low,0.0765,0.1514,Low
COARSE_C20002,27.27900000000012,88.68200000000049,0.2382,0.055,0.1382,Low,0.0693,0.1432,Low,0.0884,0.1498,Low,0.0765,0.1457,Low
COARSE_C20003,27.27900000000012,88.68300000000049,0.2421,0.055,0.1402,Low,0.0693,0.1452,Low,0.0884,0.1519,Low,0.0765,0.1477,Low
COARSE_C20004,27.27900000000012,88.6840000000005,0.2073,0.055,0.1224,Low,0.0693,0.1273,Low,0.0884,0.1338,Low,0.0765,0.1298,Low
COARSE_C20005,27.27900000000012,88.6850000000005,0.1516,0.055,0.094,Low,0.0693,0.0987,Low,0.0884,0.105,Low,0.0765,0.1011,Low
COARSE_C20006,27.27900000000012,88.6860000000005,0.182,0.055,0.1095,Low,0.0693,0.1143,Low,0.0884,0.1207,Low,0.0765,0.1167,Low
COARSE_C20007,27.27900000000012,88.68700000000051,0.2183,0.055,0.128,Low,0.0693,0.133,Low,0.0884,0.1395,Low,0.0765,0.1354,Low
COARSE_C20008,27.27900000000012,88.68800000000051,0.1373,0.055,0.0867,Low,0.0693,0.0913,Low,0.0884,0.0976,Low,0.0765,0.0937,Low
COARSE_C20009,27.27900000000012,88.68900000000052,0.1606,0.055,0.0986,Low,0.0693,0.1033,Low,0.0884,0.1097,Low,0.0765,0.1057,Low
COARSE_C20010,27.27900000000012,88.69000000000052,0.137,0.055,0.0865,Low,0.0693,0.0912,Low,0.0884,0.0975,Low,0.0765,0.0935,Low
COARSE_C20011,27.27900000000012,88.69100000000053,0.218,0.055,0.1279,Low,0.0693,0.1328,Low,0.0884,0.1394,Low,0.0765,0.1353,Low
COARSE_C20012,27.27900000000012,88.69200000000053,0.1393,0.055,0.0877,Low,0.0693,0.0924,Low,0.0884,0.0986,Low,0.0765,0.0947,Low
COARSE_C20013,27.27900000000012,88.69300000000054,0.2053,0.055,0.1214,Low,0.0693,0.1263,Low,0.0884,0.1328,Low,0.0765,0.1287,Low
COARSE_C20014,27.27900000000012,88.69400000000054,0.1389,0.055,0.0875,Low,0.0693,0.0922,Low,0.0884,0.0984,Low,0.0765,0.0945,Low
COARSE_C20015,27.27900000000012,88.69500000000055,0.0776,0.055,0.0561,Low,0.0693,0.0607,Low,0.0884,0.0667,Low,0.0765,0.0629,Low
COARSE_C20016,27.27900000000012,88.69600000000055,0.1126,0.055,0.074,Low,0.0693,0.0787,Low,0.0884,0.0848,Low,0.0765,0.081,Low
COARSE_C20017,27.27900000000012,88.69700000000056,0.2118,0.055,0.1247,Low,0.0693,0.1296,Low,0.0884,0.1362,Low,0.0765,0.1321,Low
COARSE_C20018,27.27900000000012,88.69800000000056,0.2062,0.055,0.1219,Low,0.0693,0.1268,Low,0.0884,0.1333,Low,0.0765,0.1292,Low
COARSE_C20019,27.27900000000012,88.69900000000057,0.2011,0.055,0.1193,Low,0.0693,0.1241,Low,0.0884,0.1306,Low,0.0765,0.1266,Low
COARSE_C20020,27.27900000000012,88.70000000000057,0.336,0.055,0.1882,Low,0.0693,0.1935,Low,0.0884,0.2005,Low,0.0765,0.1961,Low
COARSE_C20021,27.27900000000012,88.70100000000058,0.2381,0.0551,0.1382,Low,0.0695,0.1432,Low,0.0886,0.1499,Low,0.0766,0.1457,Low
COARSE_C20022,27.27900000000012,88.70200000000058,0.2727,0.0551,0.1559,Low,0.0695,0.161,Low,0.0886,0.1678,Low,0.0766,0.1635,Low
COARSE_C20023,27.27900000000012,88.70300000000059,0.3001,0.0551,0.1699,Low,0.0695,0.1751,Low,0.0886,0.182,Low,0.0766,0.1776,Low
COARSE_C20024,27.27900000000012,88.70400000000059,0.4283,0.0551,0.2354,Low,0.0695,0.2409,Low,0.0886,0.2483,Low,0.0766,0.2437,Low
COARSE_C20025,27.27900000000012,88.7050000000006,0.4304,0.0551,0.2365,Low,0.0695,0.242,Low,0.0886,0.2494,Low,0.0766,0.2448,Low
COARSE_C20026,27.27900000000012,88.7060000000006,0.4541,0.0551,0.2486,Low,0.0695,0.2542,Low,0.0886,0.2617,Low,0.0766,0.257,Low
COARSE_C20027,27.27900000000012,88.7070000000006,0.4801,0.0551,0.2619,Low,0.0695,0.2676,Low,0.0886,0.2751,Low,0.0766,0.2704,Low
COARSE_C20028,27.27900000000012,88.70800000000061,0.5391,0.0551,0.292,Low,0.0695,0.2979,Low,0.0886,0.3057,Low,0.0766,0.3008,Low
COARSE_C20029,27.27900000000012,88.70900000000061,0.5851,0.0551,0.3155,Low,0.0695,0.3215,Low,0.0886,0.3295,Low,0.0766,0.3245,Low
COARSE_C20030,27.27900000000012,88.71000000000062,0.4863,0.0551,0.265,Low,0.0695,0.2707,Low,0.0886,0.2784,Low,0.0766,0.2736,Low
COARSE_C20031,27.27900000000012,88.71100000000062,0.5803,0.0551,0.3131,Low,0.0695,0.319,Low,0.0886,0.327,Low,0.0766,0.322,Low
COARSE_C20032,27.27900000000012,88.71200000000063,0.5619,0.0551,0.3037,Low,0.0695,0.3096,Low,0.0886,0.3175,Low,0.0766,0.3126,Low
COARSE_C20033,27.27900000000012,88.71300000000063,0.64,0.0551,0.3436,Low,0.0695,0.3497,Low,0.0886,0.3579,Moderate,0.0766,0.3528,Moderate
COARSE_C20034,27.27900000000012,88.71400000000064,0.5767,0.0551,0.3112,Low,0.0695,0.3172,Low,0.0886,0.3252,Low,0.0766,0.3202,Low
COARSE_C20035,27.27900000000012,88.71500000000064,0.7468,0.0551,0.3982,Moderate,0.0695,0.4046,Moderate,0.0886,0.4132,Moderate,0.0766,0.4078,Moderate
COARSE_C20036,27.27900000000012,88.71600000000065,0.6963,0.0551,0.3723,Moderate,0.0695,0.3787,Moderate,0.0886,0.3871,Moderate,0.0766,0.3818,Moderate
COARSE_C20037,27.27900000000012,88.71700000000065,0.6865,0.0551,0.3673,Moderate,0.0695,0.3736,Moderate,0.0886,0.382,Moderate,0.0766,0.3768,Moderate
COARSE_C20038,27.27900000000012,88.71800000000066,0.6675,0.0551,0.3576,Moderate,0.0695,0.3639,Moderate,0.0886,0.3722,Moderate,0.0766,0.367,Moderate
COARSE_C20039,27.27900000000012,88.71900000000066,0.6345,0.0551,0.3408,Low,0.0695,0.3469,Low,0.0886,0.3551,Moderate,0.0766,0.35,Low
COARSE_C20040,27.27900000000012,88.72000000000067,0.5048,0.0551,0.2745,Low,0.0695,0.2802,Low,0.0886,0.2879,Low,0.0766,0.2831,Low
COARSE_C20041,27.27900000000012,88.72100000000067,0.644,0.0551,0.3456,Low,0.0695,0.3518,Moderate,0.0886,0.36,Moderate,0.0766,0.3549,Moderate
COARSE_C20042,27.27900000000012,88.72200000000068,0.7074,0.0551,0.378,Moderate,0.0695,0.3844,Moderate,0.0886,0.3928,Moderate,0.0766,0.3875,Moderate
COARSE_C20043,27.27900000000012,88.72300000000068,0.7635,0.0551,0.4067,Moderate,0.0695,0.4132,Moderate,0.0886,0.4219,Moderate,0.0766,0.4164,Moderate
COARSE_C20044,27.27900000000012,88.72400000000069,0.7222,0.0551,0.3856,Moderate,0.0695,0.392,Moderate,0.0886,0.4005,Moderate,0.0766,0.3952,Moderate
COARSE_C20045,27.27900000000012,88.72500000000069,0.6619,0.0551,0.3548,Moderate,0.0695,0.361,Moderate,0.0886,0.3693,Moderate,0.0766,0.3641,Moderate
COARSE_C20046,27.27900000000012,88.7260000000007,0.6594,0.0551,0.3535,Moderate,0.0695,0.3597,Moderate,0.0886,0.368,Moderate,0.0766,0.3628,Moderate
COARSE_C20047,27.27900000000012,88.7270000000007,0.6759,0.0551,0.3619,Moderate,0.0695,0.3682,Moderate,0.0886,0.3765,Moderate,0.0766,0.3713,Moderate
COARSE_C20048,27.27900000000012,88.7280000000007,0.6574,0.0551,0.3525,Moderate,0.0695,0.3587,Moderate,0.0886,0.3669,Moderate,0.0766,0.3618,Moderate
COARSE_C20049,27.27900000000012,88.72900000000071,0.6438,0.0551,0.3455,Low,0.0695,0.3517,Moderate,0.0886,0.3599,Moderate,0.0766,0.3548,Moderate
COARSE_C20050,27.27900000000012,88.73000000000071,0.6405,0.0551,0.3438,Low,0.0695,0.35,Low,0.0886,0.3582,Moderate,0.0766,0.3531,Moderate
COARSE_C20051,27.27900000000012,88.73100000000072,0.651,0.0551,0.3492,Low,0.0695,0.3554,Moderate,0.0886,0.3636,Moderate,0.0766,0.3585,Moderate
